Scaffold ID	Scaffold SMILES	Cluster ID	Score
SCAFFA230	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1	90	1.0
SCAFFA231	c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1	30	1.0
SCAFFA232	O=c1[nH]c2nc(N3CCCCC3)[nH]c2c(=O)n1Cc1ncc2ccccc2n1	312	1.0
SCAFFA233	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccccc2)c2ccccc2)CC1	111	1.0
SCAFFA234	c1ccc(-c2cnc3ncncc3n2)cc1	42	1.0
SCAFFA235	C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1	311	1.0
SCAFFA236	C1=CC(c2cccc3nonc23)C=CN1	167	1.0
SCAFFA237	O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)NC1CC1	23	1.0
SCAFFA238	O=C1NCNC(=O)C1c1ccccc1	1	1.0
SCAFFA239	O=C1OC[C@H]2[C@H]1[C@H](c1ccccc1)c1cc3c(cc1[C@H]2O[C@H]1CC[C@@H]2O[C@H](c4cccs4)OC[C@H]2O1)OCO3	159	1.0
SCAFFA240	c1ccc(Nc2ccncc2)cc1	7	1.0
SCAFFA241	O=C1NC(=O)C(Cc2ccc(OCC3CCc4ccccc4O3)cc2)S1	74	1.0
SCAFFA242	c1ccc(CCCN2CCC(c3ccccc3)CC2)cc1	1	1.0
SCAFFA243	O=C1CCC(c2ccccc2)C(=O)N1	1	1.0
SCAFFA244	C=C1c2ccccc2Sc2ccccc21	54	1.0
SCAFFA245	c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2	80	1.0
SCAFFA246	C1=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2Cc2cnoc21	11	1.0
SCAFFA247	O=C1CCC2COc3ccccc3C2C1	166	1.0
SCAFFA248	c1ccc(-c2ncoc2-c2ccccc2)cc1	16	1.0
SCAFFA249	c1ccc(SCSc2ccccc2)cc1	310	1.0
SCAFFA250	O=C1NCNc2ccccc21	60	1.0
SCAFFA251	c1ccc2c(c1)C[C@@H]1CCCCCC2C1	83	1.0
SCAFFA252	O=C(Nc1ccccn1)C(=O)N[C@H]1CCCC[C@H]1NC(=O)c1nc2c(s1)CNCC2	309	1.0
SCAFFA253	c1ccc(OCCCN2CCC(c3noc4ccccc34)CC2)cc1	14	1.0
SCAFFA254	O=C(NNCc1ccccc1)c1ccon1	165	1.0
SCAFFA255	O=C1COC(=O)N1	20	1.0
SCAFFA256	c1ccc(-c2ccnc3ccnn23)cc1	87	1.0
SCAFFA257	c1nc(N2CCCCC2)c2ncnc(N3CCCCC3)c2n1	308	1.0
SCAFFA258	O=C(CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H]1CCCN1C(=O)CCc1ccccc1)NCCc1ccccc1	3	1.0
SCAFFA259	O=C1CCSSCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)CNC(=O)CN1	9	1.0
SCAFFA260	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	38	1.0
SCAFFA261	O=C(CNS(=O)(=O)c1cccc2c1NCCC2)N1CCCCC1	307	1.0
SCAFFA262	O=c1oc2ccccc2cc1Cc1cc2ccccc2oc1=O	164	1.0
SCAFFA263	O=C1c2ccccc2C(=O)C1c1ccccc1	1	1.0
SCAFFA264	O=C(c1ccccc1Nc1ccccc1)N1CC([C@@H]2CCCCN2)C1	110	1.0
SCAFFA265	O=C1OC[C@H]2c3c(ccc4c3OCO4)[C@@H](SC[C@]13NCCc1ccccc13)[C@H]1[C@@H]3N[C@@H](Cc4ccccc43)CN12	136	1.0
SCAFFA266	O=c1cc[nH]c2ccc(Cc3ccccc3)cc12	22	1.0
SCAFFA267	N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1	10	1.35064935
SCAFFA268	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12	5	1.23376623
SCAFFA269	c1ccc(C(c2ccccc2)c2ccccn2)cc1	109	1.0
SCAFFA270	c1ccc2[nH]cnc2c1	40	1.0
SCAFFA271	N=C(C(=O)N[C@H]1CNC1=O)c1cscn1	10	1.0
SCAFFA272	N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[NH+]3CCCC3)CS[C@H]12)c1cscn1	5	1.0
SCAFFA273	c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1	59	1.0
SCAFFA274	N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1	5	1.0
SCAFFA275	O=C1N[C@@H]2CCCN1C2	306	1.0
SCAFFA276	O=C(CNC(=O)NCc1cscn1)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1	163	1.0
SCAFFA277	c1cc(-c2cnc([C@@H]3CCCN3)[nH]2)ccc1-c1ccc(-c2cnc([C@@H]3CCCN3)[nH]2)cc1	162	1.0
SCAFFA278	O=C(Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4)cc3)N2c2ccccc2)cc1)[C@@H]1CCCN1	108	1.0
SCAFFA279	O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1	38	1.0
SCAFFA280	c1ccc(CNCCc2c[nH]c3ccccc23)cc1	17	1.0
SCAFFA281	O=C(NCc1ccccc1)c1ccccc1	4	1.0
SCAFFA282	O=C(N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3nc4ccccc4c4ccccc34)CN2C1=O)c1cnccn1	149	1.0
SCAFFA283	O=c1ccn(-c2cccc(-c3ccc4ccccc4c3)c2)c(=O)[nH]1	305	1.0
SCAFFA284	O=C(c1ccccc1)c1coc2ccccc12	107	1.11688312
SCAFFA285	O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C=C(CSc3nncs3)CS[C@H]12	5	1.0
SCAFFA286	O=C1CC[C@]2(CC[C@@](COCc3ccccc3)(c3ccccc3)NC2)N1	304	1.0
SCAFFA287	O=c1ccn([C@H]2CCCO2)c(=O)[nH]1	31	1.11688312
SCAFFA288	c1ccc(OCCCCCOc2ccccc2)cc1	14	1.0
SCAFFA289	C1C2CC3CC1CC(C2)C3	141	1.23376623
SCAFFA290	c1ccc(-c2nccnc2-c2ccccc2)cc1	16	1.0
SCAFFA291	C=C1C[C@@H]2CCC[C@@H]2O1	161	1.0
SCAFFA292	O=C1OC[C@H]2[C@@H](/C=C/c3ccc(-c4ccccc4)cn3)[C@@H]3CCCC[C@H]3C[C@@H]12	303	1.0
SCAFFA293	c1ccc(C(Cc2ccncn2)Cn2cncn2)cc1	58	1.0
SCAFFA294	c1ccc(OCc2ncc[nH]2)cc1	14	1.0
SCAFFA295	O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1	35	1.11688312
SCAFFA296	O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2	302	1.11688312
SCAFFA297	O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OC[C@@H]4CO[C@@](Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1	49	1.0
SCAFFA298	O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12	57	1.35064935
SCAFFA299	O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1	56	1.0
SCAFFA300	O=C(CCCNC(=O)[C@@H](NC(=O)c1ccncn1)[C@@H](O[C@@H]1OCCC[C@@H]1O[C@@H]1CCCCO1)c1c[nH]cn1)NCC(=O)NCCc1nc(-c2nccs2)cs1	301	1.0
SCAFFA301	C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1	12	1.0
SCAFFA302	C=C1CN2C(=O)C[C@H]2O1	94	1.0
SCAFFA303	O=c1ccn([C@H]2C[C@H](S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5cncnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cccnc4=O)C[C@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cnc5cncnc54)C[C@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cccnc4=O)C[C@H]3S[PH](=O)OC[C@H]3CC[C@@H](n4cccnc4=O)O3)[C@@H](CO[PH](=O)S[C@H]3C[C@H](n4cccnc4=O)O[C@@H]3CO[PH](=O)S[C@H]3C[C@H](n4cccnc4=O)O[C@@H]3CO[PH](=O)S[C@@H]3CO[C@@H](n4cnc5c(=O)[nH]cnc54)C3)O2)c(=O)[nH]1	300	1.0
SCAFFA304	c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1	299	1.0
SCAFFA305	O=C1OCc2ccccc21	15	1.0
SCAFFA306	c1ccc(Cc2cncnc2)cc1	2	1.0
SCAFFA307	O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1	46	1.0
SCAFFA308	C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1	12	1.23376623
SCAFFA309	c1ncncn1	69	1.0
SCAFFA310	c1ccc2ncccc2c1	29	1.35064935
SCAFFA311	O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)CC1	23	1.0
SCAFFA312	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=CCS[C@H]12	5	1.35064935
SCAFFA313	O=C1CNC(=O)CNC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CSC=N2)CCCCN1	9	1.0
SCAFFA314	c1ccc(CCOCC2CC2)cc1	2	1.0
SCAFFA315	O=C(CCN1CCOCC1)N1c2ccccc2Sc2ccccc21	44	1.0
SCAFFA316	c1ccc(-c2conc2-c2ccccc2)cc1	16	1.0
SCAFFA317	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	298	1.0
SCAFFA318	O=C1CCCCCCCCCCCC2CCC[C@H](C[C@@H](O[C@H]3CCCCO3)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CCCCO1)O2	97	1.0
SCAFFA319	O=C1C=C([C@H]2CC[C@H](c3ccccc3)CC2)C(=O)c2ccccc21	1	1.0
SCAFFA320	O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(c(/C=N/N5CCNCC5)cc4c3C2=O)N1	45	1.0
SCAFFA321	c1ccc(C(OCC[C@H]2CCCN2)c2ccccc2)cc1	18	1.0
SCAFFA322	O=c1ccc(-c2ccncc2)c[nH]1	160	1.11688312
SCAFFA323	O=C(Nc1ccc(C(=O)N2CCc3nc[nH]c3-c3ccccc32)cc1)c1ccccc1-c1ccccc1	106	1.0
SCAFFA324	O=c1ccccn1-c1ccccc1	28	1.0
SCAFFA325	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	56	1.11688312
SCAFFA326	O=C(CNC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)NCC(=O)N1CCCC1	3	1.0
SCAFFA327	C1CCOCC1	55	1.35064935
SCAFFA328	c1ccc2c(c1)ncn2[C@@H]1CCCO1	31	1.0
SCAFFA329	O=C1CCc2ccccc2N1	15	1.0
SCAFFA330	O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12	297	1.0
SCAFFA331	O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1	82	1.0
SCAFFA332	c1ccc2c(c1)C[C@@H]1NCC[C@]23CCCC[C@H]13	83	1.0
SCAFFA333	c1ccc(CCCCNCCc2ccccc2)cc1	2	1.11688312
SCAFFA334	O=C1c2cc3ccc(O[C@H]4C[C@@H](O[C@@H]5CCCCO5)CCO4)cc3cc2CC[C@@H]1O[C@H]1C[C@@H](O[C@@H]2CC[C@@H](O[C@@H]3CCCCO3)CO2)CCO1	12	1.0
SCAFFA335	O=C(CCS(=O)(=O)c1ccccc1)Nc1ccccc1	4	1.0
SCAFFA336	c1ccc2c(C[C@H]3CC4CCN3CC4)ccnc2c1	23	1.0
SCAFFA337	C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3.C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3	296	1.0
SCAFFA338	C=C1c2ccccc2C=Cc2ccccc21	54	1.0
SCAFFA339	O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1	79	1.0
SCAFFA340	O=C1CNC(=O)N1c1ccccc1	28	1.0
SCAFFA341	O=C1c2ccc(N3CCC(N4CCOCC4)CC3)cc2Cc2[nH]c3ccccc3c21	295	1.0
SCAFFA342	O=C1C[C@H]2CC(S[C@H]3CCNC3)=CN12	76	1.11688312
SCAFFA343	O=C(NCCC1CCC1)[C@H]1NC[C@@H]2C[C@@H]21	294	1.0
SCAFFA344	O=C1OCC(c2ccccc2)=C1c1ccccc1	293	1.0
SCAFFA345	O=c1nc[nH]c2ncc(CNc3ccccc3)nc12	78	1.0
SCAFFA346	c1cnn(-c2ncc3ncn([C@H]4CCCO4)c3n2)c1	31	1.0
SCAFFA347	O=C(NCCc1ccccc1)C1CCCCC1	2	1.0
SCAFFA348	O=C1CCSSC[C@@H](C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCc2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1	3	1.0
SCAFFA349	c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1	292	1.0
SCAFFA350	O=S(=O)(Nc1ccon1)c1ccccc1	6	1.0
SCAFFA351	O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)Nc1ccon1	23	1.0
SCAFFA352	O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1	291	1.0
SCAFFA353	O=C1N=COC1c1ccccc1	1	1.0
SCAFFA354	c1ccc2c(-n3cnnc3)ccc(C3CC3)c2c1	290	1.0
SCAFFA355	O=C1N[C@H]2CSC[C@H]2N1	289	1.0
SCAFFA356	c1cc(Cc2ccc(O[C@H]3CCOC3)cc2)cc([C@H]2CCCCO2)c1	41	1.0
SCAFFA357	O=C1Nc2cccnc2N(C2CC2)c2ncccc21	288	1.0
SCAFFA358	C=C(c1ccccc1)c1ccc2c(c1)CCCC2	15	1.0
SCAFFA359	N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc[nH]3)CS[C@H]12)c1ncsn1	5	1.0
SCAFFA360	c1ccc2c(c1)C[C@@H]1C3CCCC[C@]23CCN1CC1CCC1	105	1.0
SCAFFA361	O=c1ccn(C2CC2)c2cc(N3C[C@@H]4CCCN[C@@H]4C3)ccc12	57	1.0
SCAFFA362	O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1	79	1.0
SCAFFA363	c1ccc(CCCNCCc2ccccc2)cc1	2	1.11688312
SCAFFA364	O=C(Cc1ccccc1)NCc1ccccc1N1CCCCC1	77	1.0
SCAFFA365	c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1	287	1.0
SCAFFA366	O=C1OC[C@H]2[C@H]1[C@H](c1ccccc1)c1cc3c(cc1[C@H]2O[C@H]1CC[C@@H]2OCOC[C@H]2O1)OCO3	159	1.0
SCAFFA367	O=C(CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)CCc1ccc2ccccc2c1)NCC(=O)N1CCCC1	3	1.0
SCAFFA368	O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1	3	1.0
SCAFFA369	O=C1CCSSC[C@@H](C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N2CCCC2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1	3	1.0
SCAFFA370	O=C(CN1CCN(CCCOc2ccccc2)CC1)Nc1ccccc1	14	1.0
SCAFFA371	C1CCNCC1	36	1.11688312
SCAFFA372	C1=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]3C1)OCO4	286	1.0
SCAFFA373	O=C1C[C@@H]2N1CC(Cn1ccnn1)S2(=O)=O	94	1.0
SCAFFA374	O=C1C=CCO1	158	1.11688312
SCAFFA375	c1ccc2c(c1)CCc1ccccc1N2	15	1.35064935
SCAFFA376	c1ccc2c(c1)C1CCC2c2ccccc21	1	1.0
SCAFFA377	c1ccc2c(CCCCN3CCN(c4ccc5occc5c4)CC3)c[nH]c2c1	17	1.0
SCAFFA378	c1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1	285	1.0
SCAFFA379	c1ccc(Nc2nccc(Oc3ccccc3)n2)cc1	7	1.0
SCAFFA380	O=C1Nc2ccccc2C(C#CC2CC2)O1	284	1.0
SCAFFA381	O=C(N[C@H]1CC2O[C@H](C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1	283	1.0
SCAFFA382	O=C(Nc1ccccc1)N[C@@H]1CCN[C@@H](c2nc3ccccc3[nH]2)C1	88	1.0
SCAFFA383	O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)N[C@H]1COC(=O)[C@H](CC(=O)c2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O	9	1.0
SCAFFA384	O=C1OCCN1c1ccc(N2CCOCC2)cc1	157	1.0
SCAFFA385	c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1	104	1.0
SCAFFA386	c1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1cncc(NC2CCOCC2)n1	27	1.0
SCAFFA387	c1nc(-c2cnn(C3CNC3)c2)c2cc[nH]c2n1	73	1.0
SCAFFA388	O=C1OC(CCc2ccccc2)CC=C1Cc1cccc(NS(=O)(=O)c2ccccn2)c1	282	1.0
SCAFFA389	O=C(COc1ccccc1)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)CN1CCCNC1=O)Cc1ccccc1	156	1.0
SCAFFA390	c1ccc(Oc2cccc3ncccc23)cc1	23	1.0
SCAFFA391	c1ccc(Nc2ccc3[nH]cnc3c2)cc1	7	1.11688312
SCAFFA392	c1ccc(Nc2ccnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)cc3)n2)cc1	27	1.0
SCAFFA393	C1CO1	55	1.11688312
SCAFFA394	C1CC[C@H](O[C@H]2CCOC2)OC1	12	1.0
SCAFFA395	c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1	19	1.0
SCAFFA396	O=C(CNC(=O)c1ccc2ccccc2n1)N[C@H](CCN1CC[C@@H]2CCCC[C@@H]2C1)Cc1ccccc1	101	1.0
SCAFFA397	O=C(NCc1ccccc1)c1cc(=O)[nH]c(CNC(=O)c2nnco2)n1	33	1.0
SCAFFA398	O=S(=O)(c1ccccc1)c1ccccc1	1	1.11688312
SCAFFA399	O=C1/C(=N\Nc2cccc(-c3ccccc3)c2)C=NN1c1ccccc1	155	1.0
SCAFFA400	O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1	45	1.0
SCAFFA401	O=c1[nH]nc(Cn2cccc(Oc3ccccc3)c2=O)[nH]1	23	1.0
SCAFFA402	c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1	87	1.0
SCAFFA403	O=C(Nc1ccccc1)[C@@H]1C[C@H](SC2=CN3C(=O)C[C@H]3C2)CN1	76	1.0
SCAFFA404	O=C(NCc1ccccc1)c1cn2c(cc1=O)C(=O)N1CCO[C@@H]1C2	53	1.0
SCAFFA405	O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4c(c3C2=O)C2=NC3(CCNCC3)NC2=C(N1)C4=O	45	1.0
SCAFFA406	C1CC[C@@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1	11	1.11688312
SCAFFA407	O=c1c2ccccc2cc(CNc2ncnc3nc[nH]c23)n1-c1ccccc1	154	1.0
SCAFFA408	c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc(CN3CCNCC3)cn2)n1	85	1.0
SCAFFA409	O=C1CCc2ccc(cc2)Oc2cc3cc(c2O[C@@H]2OCCC[C@H]2O[C@H]2CCCCO2)Oc2ccc(cc2)C[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O	96	1.11688312
SCAFFA410	c1ccc2c(CC3CCCCN3)ccnc2c1	18	1.0
SCAFFA411	O=C1O[C@H]2C[C@@H](C/C=C/[C@@H](O[C@H]3CC[C@@H](O[C@H]4CCCCO4)CO3)C/C=C/C=C3\CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(CCCCO1)C2.O=C1O[C@H]2C[C@@H](CC=C[C@@H](O[C@H]3CC[C@@H](O[C@H]4CCCCO4)CO3)C/C=C/C=C3\CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(CCCCO1)C2	12	1.0
SCAFFA412	c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1	1	1.0
SCAFFA413	O=C1C[C@H]2CC=CN12	281	1.0
SCAFFA414	O=C(Nc1ccccn1)[C@@H]1C[C@@]1(COc1cncnc1)c1ccccc1	280	1.0
SCAFFA415	c1ccc2c(C[C@@H]3CC4CCN3CC4)ccnc2c1	23	1.0
SCAFFA416	O=C1C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCCCNCCCCO1	35	1.0
SCAFFA417	O=C1CN(/N=C/c2ccco2)C(=O)N1	103	1.0
SCAFFA418	c1ccc([C@@H]2Oc3cc(-c4c[nH]c([C@@H]5CCCN5)n4)ccc3-c3cc4cc(-c5c[nH]c([C@@H]6CCCN6)n5)ccc4n32)cc1	153	1.0
SCAFFA419	O=C1NCC(=O)N2C[C@@H](C[C@H]2C(=O)NC2(C(=O)NS(=O)(=O)C3CC3)CC2)Oc2nc3ccccc3nc2CCCCC[C@@H]2C[C@H]2O1	138	1.11688312
SCAFFA420	O=C(Cc1ccccc1)N1CCC[C@H]1c1nc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6CCCN6)[nH]c54)cc2-3)c[nH]1	153	1.0
SCAFFA421	O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23	279	1.0
SCAFFA422	C(=C\c1cncn1Cc1ccccc1)\Cc1cccs1	278	1.0
SCAFFA423	c1ccc2c(c1)OCO2	92	1.0
SCAFFA424	c1ccc(Cc2ccccn2)cc1	2	1.7012987
SCAFFA425	O=C(NCc1nc(-c2ccccc2)no1)C1=C[C@@H]2Oc3cccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)C3C1	25	1.0
SCAFFA426	O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1Oc1cnc2[nH]ccc2c1	277	1.0
SCAFFA427	c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCNCC1	57	1.0
SCAFFA428	c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1	73	1.0
SCAFFA429	O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1	85	1.0
SCAFFA430	O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cnc3cccnn23)c1	85	1.0
SCAFFA431	O=C(CN1CCNCC1)Nc1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1	152	1.0
SCAFFA432	c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2	151	1.0
SCAFFA433	O=C(NCc1ccccc1)c1cn2c(cc1=O)C(=O)N1CCCO[C@H]1C2	53	1.0
SCAFFA434	O=C1CCSSC[C@@H]2NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CSSCCNC(=O)CNC(=O)CNC2=O)NC(=O)CNC(=O)CN1	9	1.0
